Date,bitcoin,ethereum,tether,binancecoin,solana,staked-ether,ripple,usd-coin,cardano,dogecoin,avalanche-2,shiba-inu,polkadot,the-open-network,chainlink,tron,matic-network,wrapped-bitcoin,uniswap,near,bitcoin-cash,litecoin,internet-computer,aptos,leo-token,filecoin,cosmos,ethereum-classic,dai,immutable-x,render-token,injective-protocol,blockstack,hedera-hashgraph,optimism,pepe,okb,stellar,the-graph,bittensor,crypto-com-chain,vechain,kaspa,theta-token,mantle,dogwifcoin,thorchain,first-digital-usd,fetch-ai,arbitrum,lido-dao,celestia,maker,floki,monero,arweave,algorand,gala,rocket-pool-eth,fantom,flow,sei-network,bonk,mantle-staked-ether,beam-2,aave,bitcoin-cash-sv,quant-network,elrond-erd-2,sui,starknet,dydx-chain,axie-infinity,singularitynet,the-sandbox,ordinals,bittorrent,worldcoin-wld,havven,mina-protocol,wrapped-eeth,ribbon-finance,kucoin-shares,conflux-token,ether-fi-staked-eth,flare-networks,apecoin,chiliz,decentraland,tokenize-xchange,tezos,akash-network,helium,sats-ordinals,eos,true-usd,pyth-network,ronin,bitget-token,ecash
2021-03-15,59428.967566027764,1866.0715447008808,1.0037034725327185,265.97402356240656,14.567314052136112,1813.448773450634,0.4430734609001456,0.9941177596937985,1.0647770640531313,0.05882799777920147,29.265335372240834,7.82891410898659e-08,36.72597695065916,,28.95394690248926,0.051518885494511606,0.38549729805844574,59856.56238046907,31.037886683763894,6.654229177234798,560.4360767964603,217.06120791800095,,,2.0011266746277676,54.55724867608124,18.670400130801642,12.870101434838737,1.0051468775896268,,0.39539129653709465,11.69635712249608,1.1508817751759253,0.3683876706017407,,,15.842924274797529,0.39424710740515545,1.7421039272707433,,0.1879994252954023,0.0669660165541373,,7.459237880100537,,,5.598327853061093,,0.6987275979591532,,0.6100051772059166,,2060.0711901705195,,235.1568244644684,14.827812122568037,1.1423958120471756,0.02935659139089262,,0.394227265243441,36.237715984364726,,,,,386.19368692447955,201.16802449589704,38.368769216297444,133.0207521115115,,,,5.882875337278578,0.27746470174594057,0.6975163584238587,,,,19.62264706594611,,,,4.802996731118199,0.6137041745336463,,,,0.6641162279709957,1.032210655862588,4.294680004060988,4.002418807183685,5.415906806769098,6.534770666654517,,3.9993451777129105,0.9973486110809981,,,0.014985300103782816,
2021-03-16,55805.32924923426,1791.047851830107,1.0030356362712534,253.49929241289573,14.163365885178607,1744.3643019692206,0.43733356541721274,0.9995327059584479,1.0313636409049007,0.05688203258836793,29.069045851009488,8.743940511399512e-08,34.35379402477465,,27.462624507442797,0.0507525440831859,0.393348427963397,56191.1910706767,29.673658313051263,5.905638320081457,524.2606967645407,200.92130304948006,,,2.0328102183514174,53.163914217227166,20.067493625963714,12.14057121439683,1.0034317864560238,,0.4454358288273938,11.828363555276482,1.1241412390715089,0.39811368999967534,,,14.771984927896062,0.3848286390426304,1.7159964843461226,,0.17751871025111718,0.07873575504690264,,6.761619073460992,,,5.689059443962747,,0.6531722684121087,,0.5986122594124238,,1997.1769552656995,,222.00387368745535,13.44905386011114,1.1981831243551837,0.028950019616250006,,0.36912380509789416,34.74385260140439,,,,,367.273317599627,191.22536767206907,37.42899846876123,131.0393325022856,,,,5.587360792256766,0.2921608540783343,0.6732648372849299,,,,18.85409401072449,,,,4.649630014675339,0.5954223121690791,,,,0.6075256192388178,1.06296800551576,4.079182073793359,3.8422310779527944,5.095292912141265,6.384437733821985,,3.8229313638559357,1.0007007241470294,,,0.014985300103782816,
2021-03-17,56830.253335076224,1808.5512173614395,1.0016482420734711,259.05040404323574,13.689313740219452,1759.3685652353693,0.4610837639261478,1.0061237229622233,1.2457256808694213,0.05867431947483034,33.081252026160215,6.137679040623324e-08,35.65040902655968,,28.007266587512245,0.052396803846841734,0.3738015332972073,56561.842482844826,29.875137275195,6.424356149187278,528.7282880638395,201.09913709658724,,,2.055454334148642,62.65618987815652,21.083847107201933,12.44583135758282,1.000862318540306,,0.5544856708497333,11.2509949061171,1.13389490387817,0.34614171466635735,,,14.828612288129236,0.3974849727156876,1.7193489666365855,,0.1954515695868025,0.07427810914112766,,7.0468767602942295,,,5.608711335999297,,0.617285345545756,,0.6553483567301213,,2076.0697126451378,,229.9353819401552,13.176422463684066,1.2032212339233785,0.027353481728842,,0.3829006408251565,33.59018229782951,,,,,371.88403207552966,194.47444414904166,40.55653872183253,131.01155891929312,,,,5.513987903954229,0.2771486832176537,0.5867702673665323,,,,18.793790747811073,,,,4.631418839985816,0.5837203402342735,,,,0.5268335095004535,0.900207613019443,4.380776226846727,4.044837798875282,5.0422066307301465,7.103827573427916,,4.073740424020297,1.0023955337613482,,,0.014985300103782816,
2021-03-18,59014.92563205099,1828.7548332342565,1.0040468959025728,270.92343249137247,14.277756264275158,1731.4616286672401,0.47353270436981887,1.0039799812538315,1.3830039530574736,0.058368718899507586,32.82609035078864,6.889198150130077e-08,36.29445282846255,,31.09896778876871,0.0552423334389515,0.40666339391528494,58863.63284052691,31.569448567574476,6.282880029499854,542.8027927096723,206.70168198053813,,,2.1176902615440114,89.7038197748013,21.018598035492,12.539987017523492,1.0038748451364177,,0.8624732558210312,11.94140477135172,1.2171851180732032,0.36405538101169826,,,14.755925484824623,0.40580545263736345,1.7308979843746846,,0.19760710240468374,0.07698679282907603,,7.850886094166842,,,5.864425269147089,,0.6655529345339726,,0.6539247924069478,,2128.3471730017045,,237.35802665312062,14.461441982336499,1.2940984974505914,0.025938604925123683,,0.4332576107173771,32.35176945563204,,,,,383.4074586104408,195.99128312120305,44.21874694902906,136.89792331295905,,,,5.004117578628204,0.2763099874294047,0.6008083266381312,,,,19.270851224851004,,,,4.821501341696646,0.7930451451058685,,,,0.5825483625909484,1.0699102762269361,4.568547463946631,4.397865349206183,5.218191456684681,7.688754376573181,,4.088395594068652,1.005046580824064,,,0.014985300103782816,
2021-03-19,57922.40959262911,1780.1596459528505,1.0038757839141883,262.65199569448845,14.26867567597296,1699.7323786280265,0.47236193099787394,1.0037380821169943,1.2367141494244955,0.0576435887153614,33.30822164005943,6.68037740169459e-08,35.52301948450725,,29.536749099536674,0.053581872523311834,0.3932201236700522,57908.5097226941,30.146638520374715,6.076565934692832,530.5332368084629,200.8459412732784,,,2.116489439392645,79.57344979710611,22.310514010911575,12.172257213424277,1.0042110637927846,,0.6806696161462157,13.512665371353076,1.3221555476425335,0.3473715568543999,,,14.50255015334933,0.39632991860738187,1.687572726476467,,0.22075434821788337,0.07752716907444136,,8.441641612783268,,,5.651294300392445,,0.5990133025569951,,0.6101526562428463,,2117.633802054587,,229.3100594937659,17.47418102664909,1.2612268186979163,0.025658804117790226,,0.4003866578602743,31.622936441949673,,,,,364.45113032378464,205.19239688219423,43.626621440387034,133.07623998474486,,,,5.038434771063308,0.29404599359521866,0.6182203611182846,,,,18.596193296693787,,,,4.758145480804298,0.7301171632833758,,,,0.6444648641985474,0.9809652143565197,4.4589720257213115,4.287957353166072,5.139087379827348,7.503392250711329,,4.169184014815808,1.0024930239831096,,,0.014985300103782816,
2021-03-20,58243.27060892363,1817.1329628084297,1.0043861429391077,263.57879484349144,14.182866696542028,1772.2577285366253,0.46873997633363473,1.000935152156741,1.3019540528542999,0.05843947388318159,37.83962031914909,6.273359594525106e-08,38.21625368340663,,29.873861685959902,0.0586322692747111,0.4071818289009922,58484.93083251073,33.21978583518823,6.218619181577859,533.481881263529,200.94127221905256,,,2.088689152801507,83.51011824696268,22.26311909310373,12.316303450778287,1.0016621490483915,,0.6827266397338431,12.878877648806208,1.365826612254951,0.34704254251147126,,,14.545581625945278,0.3969001020106889,1.698170207918864,,0.24312451147657502,0.08123226453934197,,8.198650709860923,,,5.583337406667718,,0.6017426310985666,,0.6006910210855011,,2105.469755151642,,232.81400539036696,19.26558525879232,1.255805220816573,0.025632915311612815,,0.4140009459359093,31.65681012367166,,,,,371.7956736336287,213.71087636249985,47.62157007225033,133.78487318723174,,,,5.056564059075479,0.28389724550232337,0.6053064346730695,,,,19.935493411385167,,,,4.952643075915605,0.7626948266998199,,,,0.609211095845624,0.963473151844785,4.493114943836116,4.245892494288015,5.135083638742582,9.005710648465193,,4.163838356931327,1.0015288919344096,,,0.014985300103782816,
2021-03-21,58376.15847137206,1817.8601431294944,1.0043554721297197,265.268468060338,14.275804030345455,1732.1929046545426,0.5275777913982836,1.0007006714434574,1.20742530325912,0.05915535148105883,34.44023069216908,6.214046502295435e-08,37.504844437877956,,29.81903793999668,0.0612374359288427,0.38501006701581214,58340.736583469676,32.17698744603948,6.286223745648004,537.6817241975098,200.37440990838013,,,2.1025793156865284,82.60174109720681,21.138843223962315,12.365467098873038,1.0042365943125962,,0.7487151660849583,12.434299256842154,1.2548720340818846,0.32057699673845913,,,14.491720904648579,0.4173857978079632,1.7207711745056795,,0.2176595748655892,0.09019683869178842,,8.369311465437859,,,5.803929007924854,,0.5936383989268128,,0.624979618235202,,2149.5080176001265,,232.77465298529694,22.986011703717338,1.2184384042861993,0.025970182758684162,,0.4320236143171856,31.454358855362152,,,,,370.9534167920817,206.32807205200564,44.44486467776331,137.84290783572877,,,,4.5529835208350375,0.28303915915865785,0.5482533614318245,,,,19.954214819436928,,,,4.967809736426505,0.7689651348333136,,,,0.5449068116382855,0.9051830507164665,4.535258919130915,4.384321028342279,5.372201678667442,8.32817912261863,,4.371752588244362,1.0015685758689807,,,0.014985300103782816,
2021-03-22,57573.539344778685,1790.3780747526928,1.0033918588840112,265.0540332337827,14.306229754951788,1699.8196254046538,0.5188056655394946,1.0037714831149223,1.1892303146494605,0.05738217822000616,32.92911576581013,5.687222482794342e-08,36.765101684857974,,29.299606751218036,0.06283302525202726,0.3809386198400089,57681.18911274658,32.93035554410295,6.047092092206174,525.6592659435979,195.88001611089337,,,2.122937311910421,81.08354931270624,20.576788579624132,12.007243489424509,1.002997067470264,,0.7145501949620539,12.270128663375532,1.277215162059118,0.3448865588136677,,,14.115845228144257,0.4047502431339905,1.698818329138674,,0.22197252876552362,0.09416984529548933,,9.565600262648369,,,5.643368609856561,,0.6395513598176528,,0.5726646732496947,,2104.4874623608102,,232.54941526669674,21.280085593361818,1.1806881679141552,0.024661708800510038,,0.4203884980166885,30.135152438448713,,,,,367.7788053645965,201.93331534603226,45.10495099874975,137.99104460714,,,,4.624523948700503,0.273327050350163,0.5656065927644309,,,,19.571740751658492,,,,5.032538405668713,0.7580011194482937,,,,0.5549967702930125,0.9827908045829273,4.474398121923764,4.178614291719099,5.274370829185268,9.575393599374348,,4.1663605619835975,1.002410307113267,,,0.014985300103782816,
2021-03-23,54370.137557895185,1686.8911971580417,1.003584866253436,256.94864890376607,14.870337482227853,1588.6239743431677,0.5466715495213489,1.0013927367002986,1.1068807388708692,0.055586302434814695,29.510058230793643,4.8737704088516585e-08,35.517977330046804,,27.366037084857172,0.059734131596064784,0.3476482140456271,54431.377913148484,32.99523398020988,5.464233770968433,509.856711614422,187.15184134978873,,,2.10894879259453,76.58984400573706,19.37474916430244,11.764666137043152,1.0042962382409681,,0.6712903725278755,12.54052609380009,1.2590070898240509,0.3191055870979273,,,13.6306676727038,0.3964684500146034,1.5582726103697548,,0.21600323920020367,0.08932271288450222,,10.141781311441544,,,5.2896021068584576,,0.6761671003212693,,0.5406734064388318,,1973.5284522960935,,217.97450638378868,22.59524793838056,1.1042522768037795,0.022800455164914347,,0.39653547907485537,26.786147669482332,,,,,337.0443077399612,203.6266098244901,42.5991137704477,134.95053194153024,,,,4.0258765157774805,0.24423380450223128,0.5546351764108088,,,,18.126166947596268,,,,4.934726249101811,0.8687301498581076,,,,0.5127005598176096,0.9241381420115583,4.228582323159875,4.079178170314248,5.196969419977183,8.855120189235974,,4.091833619696223,0.9986207588627174,,,0.014985300103782816,
2021-03-24,54584.86994699455,1673.8591835627929,0.9983564056845696,255.27786787587382,14.194567786228824,1579.5926379576288,0.5539316085451409,0.9993339581428111,1.127048197620845,0.053766364866525335,28.757556645820873,4.438888550901881e-08,34.28626821871331,,26.894496244906442,0.05884121781026774,0.3315024546836521,54590.93958826513,31.092701843068866,5.324996945716032,512.8980293407942,186.59199183265446,,,2.1059517618078325,82.97062583001816,18.81444541580164,12.279729876404014,0.9993577336737923,,0.7716696608141991,11.63739781219035,1.2717713286535939,0.3264337699658213,,,13.530801338682831,0.39665079280916515,1.5107629593956267,,0.2133374479897104,0.08345821095234109,,13.039007423079346,,,5.14189171312548,,0.6296673790276783,,0.5771230990435655,,2020.8102368444877,,218.6574244138532,21.483976517075682,1.1156181667951763,0.02411167555046894,,0.3812099871058137,26.28953050866569,,,,,332.58307598061964,214.2526391142176,43.16860005427435,131.11169492499073,,,,3.8568388743346937,0.2534336369974077,0.5808698386891811,,,,17.550040229926562,,,,4.893567487139983,1.0764588205201153,,,,0.5133608860081832,0.8595873523311811,4.312537768677361,4.1320026308022015,5.050018529361361,8.05176487270572,,4.118799737129394,0.9998456104130415,,,0.014985300103782816,
